Customer_ID,Account_Type,Age,Gender,Region,Income,Balance,Credit_Score,Loan_Amount,Loan_Status,Transactions_Last_Month,Online_Banking,Mobile_App_Usage,Card_Holder,Cards_Count,Overdraft,Investment_Account,Insurance_Policies,Branch_Visits_Last_Year,Complaints_Last_Year,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
CUST_00140,Savings,67,Male,West,58782.15,17513.87,811,-1496.65,Rejected,40,1,1,0,0,0,0,0,12,1,51.0,81.49,132.19,-32.71,76.3,146.74,132.8,76.03,158.61,291.02,135.31,161.78,61.77,76.75,127.59,128.14,140.96,100.38,213.94,141.45
CUST_00147,Business,38,Other,East,55449.05,16216.05,801,5548.78,Rejected,5,1,0,1,3,0,1,2,7,0,146.17,36.74,109.65,116.87,113.93,107.74,50.5,186.82,102.56,183.49,122.09,-13.11,204.4,217.2,14.94,26.49,210.95,3.58,97.78,104.28
CUST_00151,Business,74,Other,North,42607.13,23161.67,845,2280.64,Pending,3,0,0,1,4,0,1,0,11,1,83.11,82.92,57.07,148.56,133.73,84.98,26.97,134.33,93.36,54.13,131.2,179.61,45.77,101.59,126.92,13.05,72.8,93.25,4.81,44.44
CUST_00154,Business,41,Male,North,91126.75,38441.79,836,18143.58,Pending,38,1,0,1,4,0,0,0,6,1,44.19,115.37,111.12,148.08,52.76,130.63,162.16,-5.53,168.06,107.12,83.75,89.59,73.16,146.29,74.31,129.99,154.9,181.51,219.03,106.01
CUST_00161,Business,69,Female,East,61354.04,25686.01,849,5357.13,Approved,14,0,1,0,3,0,1,1,2,0,162.13,72.08,8.92,77.43,67.59,136.54,16.17,106.37,62.59,113.28,47.38,70.73,53.44,96.43,95.74,84.81,86.29,75.51,222.17,108.05
CUST_00177,Business,40,Other,South,17480.72,30337.59,828,5355.56,Pending,34,0,1,1,4,0,0,0,7,2,110.38,112.48,50.55,-13.41,65.27,74.19,146.8,84.58,114.38,98.41,83.43,81.38,67.23,137.0,57.08,51.27,-34.3,96.87,84.76,141.32
CUST_00195,Business,51,Male,North,79028.49,14638.09,796,18564.34,Rejected,29,1,1,0,3,1,1,0,4,0,43.88,106.1,108.46,107.76,208.52,18.5,96.91,110.78,33.84,105.34,50.98,124.02,116.32,113.95,106.5,138.97,38.97,116.7,130.36,109.12
CUST_00211,Business,27,Other,West,48315.9,19393.32,775,-3115.82,Pending,31,0,1,1,4,1,0,0,18,0,55.95,100.83,107.42,106.38,88.34,55.12,115.57,119.73,118.99,177.54,35.04,79.19,121.03,19.74,74.93,146.21,110.74,194.98,63.62,138.56
CUST_00217,Loan,75,Other,West,63514.15,34687.23,770,24607.1,Pending,4,0,1,1,2,1,1,4,13,1,140.62,33.11,129.32,31.24,227.77,143.44,147.98,100.11,127.6,127.04,89.64,67.44,130.1,44.11,160.12,145.43,126.58,15.58,49.3,145.76
CUST_00223,Checking,57,Female,East,59223.69,21489.47,778,17529.95,Pending,37,1,1,0,4,1,1,0,16,2,12.86,164.94,105.42,122.93,158.49,78.58,121.4,113.18,112.4,176.96,149.89,134.37,100.89,58.45,52.44,43.75,232.48,192.59,98.72,99.96
CUST_00235,Loan,71,Male,West,48422.82,32066.68,808,1850.89,Approved,38,0,1,0,0,1,1,1,17,1,85.84,31.14,68.31,137.92,95.17,32.24,50.4,95.63,157.02,122.47,8.72,110.03,100.31,54.3,34.91,129.9,-17.6,181.73,143.48,26.33
CUST_00249,Savings,47,Male,South,54683.44,5878.06,785,30289.56,Pending,42,1,1,0,1,1,1,3,7,2,156.76,34.81,52.56,96.63,133.15,170.43,178.66,188.6,46.34,155.31,115.57,112.52,116.78,70.8,56.21,59.98,111.31,61.71,107.21,56.51
CUST_00271,Checking,54,Male,South,65232.79,13454.92,813,24068.76,Rejected,21,1,0,1,0,0,0,3,12,2,61.2,141.57,132.51,135.99,59.36,189.15,95.02,45.14,18.6,148.89,53.56,46.67,23.09,111.31,128.44,76.11,133.81,46.45,132.49,117.82
CUST_00275,Savings,41,Other,East,37374.59,-560.68,827,13403.76,Approved,3,1,0,0,3,0,0,0,17,0,164.01,60.27,-1.3,57.44,133.01,-48.77,130.0,60.38,95.63,42.55,41.88,130.55,92.36,73.82,82.16,70.97,160.32,90.65,123.86,102.66
CUST_00284,Business,32,Female,East,20731.69,5180.43,799,10005.29,Approved,49,1,1,0,1,1,0,4,8,2,126.31,81.13,201.17,23.77,22.53,114.57,129.98,180.1,77.41,101.42,14.36,106.32,199.48,69.94,153.39,65.73,110.91,135.6,148.03,36.7
CUST_00285,Checking,54,Male,South,63865.45,14994.92,839,19151.64,Rejected,22,1,1,0,4,0,1,1,10,2,198.55,162.53,115.33,111.66,98.27,126.02,57.34,82.5,108.51,142.69,23.96,151.08,105.17,123.58,122.91,106.88,81.72,50.55,46.02,58.87
CUST_00286,Business,30,Female,East,55002.46,47989.44,786,19173.14,Rejected,13,0,0,1,4,1,0,2,15,1,81.82,54.15,213.2,36.08,158.59,166.93,41.07,-21.63,47.64,128.93,129.1,110.14,123.17,75.02,96.52,6.27,69.84,139.21,11.42,121.8
CUST_00290,Loan,69,Other,West,30005.44,-4190.68,778,18968.65,Rejected,35,0,0,1,4,0,0,4,13,1,42.65,138.65,181.69,42.8,195.34,65.91,32.7,61.36,100.73,31.03,76.35,101.38,79.11,100.41,41.12,111.44,145.84,144.09,88.29,74.82
CUST_00291,Savings,30,Female,West,27641.41,34491.91,845,-690.04,Pending,22,0,1,1,0,1,0,1,12,1,90.98,174.11,77.16,184.12,101.98,199.99,109.51,84.12,49.87,51.91,220.95,46.54,24.37,87.43,18.52,82.24,73.11,94.07,99.81,147.53
CUST_00297,Checking,59,Male,East,67315.7,-953.4,791,12997.93,Pending,21,0,0,0,0,0,0,2,17,2,107.42,91.25,89.35,88.9,4.79,117.06,163.35,84.52,47.38,66.01,19.78,53.44,167.53,115.67,88.06,33.87,107.5,126.13,5.89,93.07
CUST_00299,Savings,24,Male,South,66627.43,5514.7,837,17528.44,Pending,1,0,0,1,0,0,1,3,14,1,127.57,130.28,51.7,9.28,89.84,66.81,74.74,122.42,136.05,54.85,253.3,112.88,69.06,97.48,114.76,68.14,27.88,105.4,106.56,145.06
CUST_00301,Savings,45,Female,East,49642.8,15948.53,821,10212.66,Approved,13,1,0,1,2,0,0,2,4,2,122.53,106.89,82.9,63.6,109.45,-24.36,182.82,57.2,121.49,161.12,50.58,70.96,168.64,93.33,117.93,145.48,81.06,88.71,133.23,131.16
CUST_00305,Checking,65,Other,West,71734.85,22737.01,778,28484.61,Approved,11,1,0,0,1,1,0,1,0,2,76.12,15.02,228.22,187.35,122.02,71.46,119.83,93.66,186.42,202.18,41.02,148.36,46.27,79.8,53.87,105.51,22.68,73.59,178.5,84.94
CUST_00311,Loan,28,Male,South,45219.15,47037.8,811,24515.08,Rejected,47,0,0,1,1,1,1,0,2,0,90.34,99.62,118.01,189.72,107.53,148.18,99.22,52.96,111.72,17.13,159.97,121.93,51.7,153.4,62.28,118.37,57.62,82.95,145.97,116.76
CUST_00326,Checking,30,Other,West,52326.03,37741.02,754,15750.57,Rejected,45,0,0,0,3,0,1,2,12,0,-19.67,115.96,137.68,-21.78,93.24,99.94,1.66,184.37,185.0,185.0,15.17,56.66,163.8,195.86,102.38,71.0,-22.67,38.99,159.16,100.78
CUST_00328,Business,76,Other,West,37248.17,30067.28,825,9709.2,Pending,34,1,1,1,3,1,0,2,4,1,117.25,85.65,89.04,60.2,74.65,100.91,60.6,141.92,118.2,116.09,117.41,54.77,163.06,74.84,150.25,107.56,157.09,12.36,87.14,130.4
CUST_00336,Loan,70,Male,North,13464.12,36257.22,774,13022.87,Rejected,10,1,1,0,3,0,0,4,0,0,142.38,110.68,152.19,116.0,145.4,107.65,77.78,114.25,136.04,135.96,111.2,160.34,132.03,158.64,88.18,78.68,164.88,133.72,139.43,62.46
CUST_00344,Checking,50,Other,South,7930.17,17679.22,778,7549.74,Pending,23,0,0,1,4,1,1,3,17,0,86.14,46.09,106.61,33.89,79.81,117.34,48.89,105.86,2.46,98.7,70.53,84.75,-54.26,103.55,140.5,74.84,105.89,56.82,207.34,17.75
CUST_00349,Loan,71,Other,South,42862.31,24617.08,828,7276.35,Rejected,43,0,1,1,0,0,1,1,4,2,163.0,65.29,171.96,84.11,152.8,60.3,145.9,133.0,65.43,132.95,41.18,114.09,57.26,101.29,73.59,117.6,73.64,118.77,84.61,94.18
CUST_00354,Loan,52,Female,West,43055.04,50870.57,764,19462.07,Approved,43,0,0,0,1,0,0,4,1,0,66.43,118.29,40.93,53.53,166.64,86.76,123.92,152.56,78.95,76.39,42.01,133.87,77.41,151.24,108.84,12.93,7.81,171.29,204.44,188.39
CUST_00363,Savings,65,Male,North,55096.82,14582.15,797,27311.97,Approved,9,1,1,1,3,0,0,0,10,1,133.91,80.88,129.36,111.88,105.51,19.86,61.85,64.19,95.23,105.85,54.91,71.26,116.28,70.19,135.32,114.49,88.24,110.84,102.86,73.83
CUST_00366,Business,28,Male,East,44774.47,17905.77,810,7437.86,Approved,13,1,0,1,0,1,1,4,4,2,4.45,213.28,147.39,19.24,189.81,88.43,58.73,196.04,72.84,111.13,10.72,36.3,-14.02,79.73,123.14,150.07,191.22,-31.31,58.63,92.81
CUST_00368,Checking,55,Other,South,75350.75,30436.69,780,9152.11,Pending,9,0,0,1,0,0,1,3,3,1,106.15,142.33,169.18,43.51,108.58,114.01,130.67,156.2,31.41,230.72,124.22,56.91,183.06,160.79,128.64,59.33,102.34,93.22,134.26,24.94
CUST_00371,Loan,50,Other,North,50841.91,697.62,835,14973.37,Rejected,39,1,1,0,0,1,0,2,17,2,89.78,142.11,194.39,88.16,62.96,115.13,149.6,31.76,29.01,103.16,70.57,68.08,91.87,129.32,148.6,198.77,63.18,117.91,177.61,87.83
CUST_00376,Loan,54,Male,West,1565.28,17212.42,818,34209.21,Pending,46,1,0,0,4,1,0,2,8,2,35.7,118.53,21.03,119.02,-42.54,135.55,169.43,196.94,124.73,146.24,130.58,89.47,-11.36,147.21,42.87,79.27,140.89,125.22,137.05,149.65
CUST_00378,Savings,27,Other,East,31585.2,10368.56,802,14220.95,Pending,44,1,1,0,2,1,0,1,12,2,162.97,149.85,187.62,55.24,137.19,107.22,102.63,49.65,201.0,147.37,137.07,30.75,88.25,71.4,46.07,27.16,102.03,80.93,134.14,69.07
CUST_00380,Savings,74,Male,West,63601.85,3850.68,790,21066.89,Rejected,35,1,0,0,4,0,0,3,3,2,112.75,28.71,89.84,116.54,150.02,36.88,149.73,192.1,133.96,85.81,97.73,95.5,51.63,154.73,83.84,80.48,6.68,108.72,174.95,107.2
CUST_00388,Business,68,Female,West,70616.64,29306.65,838,26460.5,Approved,23,0,0,0,1,0,1,3,17,0,76.58,50.41,60.48,51.71,148.73,128.31,135.07,121.73,-0.52,89.33,48.56,85.25,123.05,72.99,140.22,31.98,118.44,61.11,89.54,159.19
CUST_00397,Loan,53,Female,South,82856.32,24628.27,811,17545.0,Approved,32,0,0,1,1,0,1,3,3,0,165.04,82.37,101.16,149.22,111.79,76.82,69.7,77.61,171.96,60.71,147.84,76.12,50.88,-11.27,66.58,57.04,110.79,113.69,135.3,39.58
CUST_00399,Loan,40,Male,South,44163.01,9386.15,812,22530.53,Rejected,7,0,1,1,0,1,0,3,12,0,37.42,85.55,159.3,25.21,114.89,79.42,186.27,38.76,53.31,142.05,49.53,64.03,137.41,106.5,164.86,93.07,148.08,90.99,25.45,67.93
CUST_00401,Loan,51,Other,South,55039.99,30108.35,811,21367.51,Approved,6,1,1,1,2,1,1,1,0,0,158.37,128.64,175.24,30.25,92.28,151.41,159.2,46.15,52.36,76.98,76.0,112.46,59.05,153.58,221.45,-18.87,153.26,67.45,115.56,70.31
CUST_00403,Business,54,Female,East,32748.18,9192.23,771,8221.05,Pending,4,0,1,1,4,0,0,0,19,0,152.94,126.43,-5.33,97.02,110.86,154.21,116.4,67.56,67.77,92.27,104.27,83.08,64.38,142.05,98.64,149.39,40.49,92.64,96.61,96.31
CUST_00411,Business,79,Female,East,23341.03,23421.85,810,9903.37,Rejected,49,1,1,0,2,0,1,0,19,2,175.62,100.81,73.8,84.95,150.73,89.9,-8.8,112.44,49.17,124.1,197.35,8.95,183.68,67.96,70.48,126.04,69.68,141.54,95.88,55.97
CUST_00419,Loan,58,Male,West,51939.5,32785.13,757,18555.8,Approved,33,1,1,0,0,0,0,4,11,0,125.31,138.15,73.52,163.11,127.29,143.25,95.87,120.34,199.09,97.97,106.06,99.75,6.7,115.61,54.18,92.09,15.44,187.35,112.36,154.15
CUST_00421,Checking,67,Female,East,76587.89,25002.22,818,27388.81,Rejected,27,1,0,1,0,0,0,3,19,0,131.47,103.46,172.21,202.67,69.16,116.06,124.0,-23.79,172.46,4.08,60.64,29.34,118.72,28.53,125.96,88.96,44.83,63.88,150.85,0.81
CUST_00424,Business,59,Female,South,25390.56,15742.92,837,24297.26,Approved,33,1,0,0,1,1,1,4,5,2,106.72,123.24,41.82,58.46,103.73,176.9,136.01,50.82,176.93,111.9,145.21,132.18,135.77,173.86,161.9,112.73,209.61,49.09,68.94,116.4
CUST_00427,Savings,69,Other,North,67297.66,23781.84,796,13800.32,Approved,15,0,1,1,2,0,0,0,8,1,86.86,90.51,46.58,35.41,147.36,6.66,112.75,101.69,77.47,75.17,52.15,55.13,111.28,95.16,166.93,67.97,91.34,75.11,73.81,125.98
CUST_00440,Business,52,Male,North,40671.41,16605.32,809,6005.74,Pending,25,1,1,1,0,1,1,1,12,2,228.79,175.92,188.06,108.98,162.76,129.35,145.13,138.2,50.56,96.41,106.59,172.73,81.32,99.81,118.96,39.54,107.46,109.83,110.67,129.35
CUST_00463,Checking,79,Other,North,59023.9,17889.28,761,26039.06,Rejected,37,1,1,1,3,1,1,4,15,0,14.07,114.15,136.15,168.57,114.43,113.45,181.09,119.13,78.26,165.67,78.27,34.96,120.06,100.97,80.47,184.13,81.9,151.53,93.65,66.96
CUST_00465,Loan,64,Other,North,30284.81,33327.23,829,32671.31,Rejected,38,0,1,0,4,1,0,0,15,2,96.83,183.72,173.27,103.71,144.5,45.86,-11.99,87.78,99.8,137.01,8.21,115.04,15.4,106.62,57.72,149.11,105.47,192.33,37.27,163.27
CUST_00469,Savings,65,Female,East,78466.9,11793.87,778,11654.71,Approved,21,1,1,1,4,0,0,0,19,0,109.8,179.73,45.33,69.18,78.64,100.51,23.87,157.82,31.41,16.21,122.04,135.45,195.5,96.46,168.63,74.94,153.78,78.13,69.81,8.3
CUST_00471,Savings,60,Other,South,65279.0,30171.59,805,9654.95,Approved,3,1,0,0,2,1,0,2,16,2,131.65,-12.85,39.75,116.68,53.95,181.19,47.97,28.08,94.51,67.98,77.16,161.72,118.09,81.81,47.85,47.75,89.32,99.33,87.63,122.23
CUST_00476,Loan,77,Other,North,24876.47,33623.27,832,15306.14,Approved,39,1,1,1,2,0,1,3,9,0,101.9,84.9,91.8,103.07,63.11,74.08,94.47,117.99,117.69,91.39,184.96,88.45,84.41,60.66,98.06,23.93,209.32,176.58,149.86,114.63
CUST_00491,Loan,39,Other,West,43400.26,32094.45,780,11884.6,Pending,1,1,0,1,4,1,0,1,1,2,25.81,128.93,49.6,57.74,105.57,65.66,88.22,44.02,170.1,62.4,167.53,55.91,78.78,94.65,100.9,99.0,72.49,138.3,166.75,63.92
CUST_00493,Savings,39,Female,North,67426.7,17910.97,816,-8130.25,Approved,24,0,1,0,0,1,0,1,17,0,78.57,92.19,83.51,126.39,94.4,134.24,12.98,42.96,101.64,48.15,120.31,69.23,117.46,42.36,90.53,146.29,195.82,252.49,161.89,43.75
CUST_00496,Business,67,Female,North,83214.02,8279.36,797,-6072.1,Pending,21,1,0,1,2,0,0,1,6,2,87.31,128.78,27.21,123.45,143.21,153.24,9.35,78.86,158.3,109.51,61.2,171.31,46.88,112.59,133.54,99.55,90.57,120.71,138.72,38.84
CUST_00500,Loan,29,Female,West,37426.64,41518.95,764,15583.71,Rejected,20,0,0,0,0,1,0,1,8,1,68.67,12.14,138.02,104.72,74.47,196.21,112.85,138.9,155.59,79.31,157.66,68.68,149.88,89.9,108.74,105.12,1.0,206.43,129.15,84.67
CUST_00503,Savings,73,Other,North,46788.29,37028.35,797,13494.88,Rejected,45,1,1,1,1,1,0,2,4,0,101.08,60.98,240.58,106.61,131.75,168.26,97.47,88.37,127.92,176.17,148.78,117.45,216.84,78.82,117.98,137.07,89.84,130.7,153.41,100.03
CUST_00505,Business,48,Male,West,43016.49,8572.89,849,23395.9,Rejected,23,0,0,1,2,0,0,4,11,0,62.91,173.75,194.26,176.07,62.29,82.31,103.48,149.35,58.12,104.52,219.12,70.45,130.36,75.18,188.32,63.91,111.93,146.21,11.8,41.16
CUST_00514,Checking,40,Other,East,21998.76,22756.82,821,17841.7,Pending,35,0,0,0,3,1,0,2,9,0,49.17,152.05,95.28,36.29,118.7,101.81,126.74,190.72,75.69,81.35,164.42,96.66,109.96,128.27,130.41,131.85,70.05,142.28,179.79,95.45
CUST_00517,Loan,54,Male,North,65161.53,18211.31,786,6879.45,Approved,12,1,0,1,1,1,0,2,17,0,10.76,54.29,169.11,173.89,54.53,59.95,76.15,116.91,88.42,68.97,63.33,51.83,74.04,178.65,106.79,83.29,118.25,18.73,78.69,109.83
CUST_00518,Checking,38,Other,North,83643.21,25555.48,776,8970.72,Rejected,18,0,0,0,2,1,1,2,7,0,65.41,165.15,106.77,113.3,73.92,153.76,134.33,68.37,46.92,-22.54,58.8,54.65,9.91,182.69,167.16,150.54,183.92,70.52,101.63,192.2
CUST_00521,Loan,67,Male,South,67136.44,7441.12,842,-678.44,Approved,31,1,0,0,0,1,1,3,5,1,90.86,135.13,42.02,198.34,32.55,154.89,141.93,133.34,79.46,69.75,130.66,130.53,73.26,104.48,108.75,46.73,42.27,52.89,106.27,101.65
CUST_00523,Checking,30,Other,North,69958.72,19416.98,849,14246.53,Rejected,37,1,0,0,2,0,1,1,6,2,123.24,-29.33,103.05,199.31,35.58,120.9,276.17,149.36,140.98,110.04,90.05,115.15,100.81,82.07,135.9,142.28,154.07,144.22,25.98,140.0
CUST_00527,Business,35,Female,East,64948.53,12242.69,828,26512.59,Approved,15,0,1,1,1,0,0,0,1,0,109.3,114.33,161.96,196.36,175.59,68.74,130.15,114.09,57.64,134.4,157.62,159.6,40.52,117.06,157.99,86.29,61.07,-45.23,69.58,76.41
CUST_00531,Savings,53,Other,East,57264.09,49731.8,836,23731.64,Rejected,15,1,0,0,1,0,1,1,7,1,185.25,42.46,133.42,174.43,83.69,144.55,103.76,-52.46,172.69,75.39,61.23,82.84,68.89,36.22,113.97,101.07,142.77,73.82,58.65,95.79
CUST_00533,Savings,69,Male,North,42793.23,39349.61,838,14800.22,Approved,7,0,0,0,0,1,1,2,10,2,83.24,186.46,76.16,78.17,17.12,138.45,123.21,112.46,34.38,97.77,77.03,82.52,75.37,103.6,53.77,130.58,95.02,179.65,95.13,89.66
CUST_00536,Checking,61,Other,North,32700.72,21033.79,839,12550.02,Rejected,25,0,0,1,4,0,1,4,18,2,77.1,168.5,41.99,139.31,40.26,67.19,83.31,108.17,160.6,120.59,54.86,65.95,171.58,104.42,63.01,97.0,-8.5,131.14,140.11,36.4
